timestamp,date,hour,month,temperature_c,humidity_pct,wind_speed_kmh,rainfall_mm,is_raining,rain_intensity,visibility_km,condition,demand_multiplier,city
2024-01-02 17:00:00,2024-01-02,17,1,18.8,55,13.8,0.0,False,none,9.8,clear,1.03,Bangalore
2024-01-02 18:00:00,2024-01-02,18,1,18.8,71,11.5,0.0,False,none,11.6,clear,1.05,Bangalore
2024-01-02 19:00:00,2024-01-02,19,1,17.4,57,18.8,0.0,False,none,9.3,cloudy,1.03,Bangalore
2024-01-02 20:00:00,2024-01-02,20,1,17.0,69,5.8,0.0,False,none,10.9,cloudy,1.05,Bangalore
2024-01-02 21:00:00,2024-01-02,21,1,15.7,65,15.4,0.9,True,light,7.2,rain_light,1.16,Bangalore
2024-01-02 22:00:00,2024-01-02,22,1,16.6,67,11.2,0.0,False,none,9.9,clear,0.95,Bangalore
2024-01-02 23:00:00,2024-01-02,23,1,13.4,66,24.9,0.0,False,none,9.7,clear,1.01,Bangalore
2024-01-03 00:00:00,2024-01-03,0,1,13.3,77,13.9,0.0,False,none,11.4,partly_cloudy,1.05,Bangalore
2024-01-03 01:00:00,2024-01-03,1,1,14.1,62,6.9,0.0,False,none,8.0,cloudy,1.05,Bangalore
2024-01-03 02:00:00,2024-01-03,2,1,14.7,63,8.3,0.0,False,none,8.8,partly_cloudy,0.98,Bangalore
2024-01-03 03:00:00,2024-01-03,3,1,16.0,48,9.9,0.0,False,none,8.6,clear,1.01,Bangalore
2024-01-03 04:00:00,2024-01-03,4,1,15.8,53,7.1,0.1,True,light,7.5,rain_light,1.19,Bangalore
2024-01-03 05:00:00,2024-01-03,5,1,17.5,61,5.3,0.0,False,none,10.1,partly_cloudy,1.0,Bangalore
2024-01-03 06:00:00,2024-01-03,6,1,17.2,64,8.3,5.0,True,light,7.9,rain_light,1.17,Bangalore
2024-01-03 07:00:00,2024-01-03,7,1,21.4,65,7.1,0.0,False,none,9.0,cloudy,1.05,Bangalore
2024-01-03 08:00:00,2024-01-03,8,1,19.7,70,22.1,0.0,False,none,9.5,clear,1.04,Bangalore
2024-01-03 09:00:00,2024-01-03,9,1,23.6,58,12.7,0.0,False,none,8.6,clear,1.03,Bangalore
2024-01-03 10:00:00,2024-01-03,10,1,25.5,65,19.0,0.0,False,none,10.0,clear,1.02,Bangalore
2024-01-03 11:00:00,2024-01-03,11,1,24.4,57,11.3,0.0,False,none,8.2,clear,1.05,Bangalore
2024-01-03 12:00:00,2024-01-03,12,1,25.1,71,5.9,0.0,False,none,10.2,partly_cloudy,1.0,Bangalore
2024-01-03 13:00:00,2024-01-03,13,1,24.2,48,21.0,0.0,False,none,9.3,clear,0.97,Bangalore
2024-01-03 14:00:00,2024-01-03,14,1,24.4,71,24.8,0.0,False,none,8.9,partly_cloudy,1.03,Bangalore
2024-01-03 15:00:00,2024-01-03,15,1,22.5,62,7.3,0.0,False,none,8.0,clear,0.96,Bangalore
2024-01-03 16:00:00,2024-01-03,16,1,22.8,57,20.4,0.0,False,none,11.5,cloudy,1.03,Bangalore
2024-01-03 17:00:00,2024-01-03,17,1,20.1,39,12.6,0.0,False,none,9.5,clear,0.92,Bangalore
2024-01-03 18:00:00,2024-01-03,18,1,19.2,55,21.6,0.0,False,none,8.2,partly_cloudy,0.95,Bangalore
2024-01-03 19:00:00,2024-01-03,19,1,17.0,62,24.7,0.0,False,none,9.1,clear,1.0,Bangalore
2024-01-03 20:00:00,2024-01-03,20,1,17.0,70,9.4,0.0,False,none,10.8,clear,0.97,Bangalore
2024-01-03 21:00:00,2024-01-03,21,1,13.3,68,9.2,0.0,False,none,9.1,clear,0.97,Bangalore
2024-01-03 22:00:00,2024-01-03,22,1,14.0,69,5.8,0.0,False,none,9.5,clear,1.03,Bangalore
2024-01-03 23:00:00,2024-01-03,23,1,16.0,56,21.0,0.0,False,none,9.8,cloudy,1.04,Bangalore
2024-01-04 00:00:00,2024-01-04,0,1,12.4,72,7.0,0.0,False,none,10.6,clear,0.94,Bangalore
2024-01-04 01:00:00,2024-01-04,1,1,12.1,60,7.5,0.0,False,none,10.8,clear,0.93,Bangalore
2024-01-04 02:00:00,2024-01-04,2,1,13.7,45,8.4,0.0,False,none,10.2,cloudy,1.05,Bangalore
2024-01-04 03:00:00,2024-01-04,3,1,12.4,46,17.2,0.0,False,none,10.9,clear,0.99,Bangalore
2024-01-04 04:00:00,2024-01-04,4,1,16.4,54,22.7,0.0,False,none,10.6,cloudy,1.06,Bangalore
2024-01-04 05:00:00,2024-01-04,5,1,19.9,47,21.0,0.0,False,none,11.3,partly_cloudy,0.97,Bangalore
2024-01-04 06:00:00,2024-01-04,6,1,17.8,78,15.6,0.0,False,none,9.1,cloudy,1.01,Bangalore
2024-01-04 07:00:00,2024-01-04,7,1,20.1,66,18.6,0.0,False,none,11.1,cloudy,1.1,Bangalore
2024-01-04 08:00:00,2024-01-04,8,1,23.2,75,23.4,0.0,False,none,9.5,cloudy,1.05,Bangalore
2024-01-04 09:00:00,2024-01-04,9,1,22.6,66,24.3,0.0,False,none,10.8,clear,0.92,Bangalore
2024-01-04 10:00:00,2024-01-04,10,1,23.4,79,11.0,0.0,False,none,8.8,clear,1.0,Bangalore
2024-01-04 11:00:00,2024-01-04,11,1,23.9,56,22.5,0.0,False,none,9.0,cloudy,1.02,Bangalore
2024-01-04 12:00:00,2024-01-04,12,1,25.7,44,12.5,0.0,False,none,8.3,clear,1.0,Bangalore
2024-01-04 13:00:00,2024-01-04,13,1,25.4,54,16.3,0.0,False,none,8.1,clear,0.95,Bangalore
2024-01-04 14:00:00,2024-01-04,14,1,23.9,69,15.5,0.0,False,none,10.2,clear,0.93,Bangalore
2024-01-04 15:00:00,2024-01-04,15,1,24.4,68,5.5,0.0,False,none,10.5,clear,0.96,Bangalore
2024-01-04 16:00:00,2024-01-04,16,1,20.5,79,20.9,0.0,False,none,11.4,clear,0.91,Bangalore
2024-01-04 17:00:00,2024-01-04,17,1,19.1,75,6.4,0.0,False,none,10.4,clear,0.99,Bangalore
2024-01-04 18:00:00,2024-01-04,18,1,20.1,44,15.2,0.0,False,none,11.4,partly_cloudy,1.02,Bangalore
2024-01-04 19:00:00,2024-01-04,19,1,19.3,74,9.3,1.2,True,light,8.2,rain_light,1.2,Bangalore
2024-01-04 20:00:00,2024-01-04,20,1,13.9,59,22.3,0.0,False,none,8.1,partly_cloudy,1.04,Bangalore
2024-01-04 21:00:00,2024-01-04,21,1,13.9,60,14.3,0.0,False,none,11.3,cloudy,1.08,Bangalore
2024-01-04 22:00:00,2024-01-04,22,1,13.8,68,8.6,0.0,False,none,9.9,partly_cloudy,1.05,Bangalore
2024-01-04 23:00:00,2024-01-04,23,1,14.5,66,11.3,0.0,False,none,8.2,clear,0.94,Bangalore
2024-01-05 00:00:00,2024-01-05,0,1,12.7,46,17.4,0.0,False,none,10.1,clear,0.92,Bangalore
2024-01-05 01:00:00,2024-01-05,1,1,11.8,57,8.4,0.0,False,none,8.9,cloudy,1.03,Bangalore
2024-01-05 02:00:00,2024-01-05,2,1,12.8,63,20.8,0.0,False,none,10.4,partly_cloudy,1.01,Bangalore
2024-01-05 03:00:00,2024-01-05,3,1,14.9,68,9.8,0.0,False,none,10.2,clear,0.98,Bangalore
2024-01-05 04:00:00,2024-01-05,4,1,16.4,76,9.6,0.0,False,none,11.0,clear,0.9,Bangalore
2024-01-05 05:00:00,2024-01-05,5,1,17.1,58,9.9,0.0,False,none,10.4,partly_cloudy,0.95,Bangalore
2024-01-05 06:00:00,2024-01-05,6,1,17.8,79,7.3,0.0,False,none,8.7,clear,1.02,Bangalore
2024-01-05 07:00:00,2024-01-05,7,1,21.0,52,23.0,0.0,False,none,9.5,cloudy,1.1,Bangalore
2024-01-05 08:00:00,2024-01-05,8,1,21.1,52,6.7,0.0,False,none,9.8,cloudy,1.1,Bangalore
2024-01-05 09:00:00,2024-01-05,9,1,23.4,64,8.6,0.0,False,none,11.1,clear,1.02,Bangalore
2024-01-05 10:00:00,2024-01-05,10,1,24.2,62,10.6,0.0,False,none,8.7,clear,1.05,Bangalore
2024-01-05 11:00:00,2024-01-05,11,1,23.7,55,10.0,0.0,False,none,10.6,clear,1.04,Bangalore
2024-01-05 12:00:00,2024-01-05,12,1,24.7,49,18.6,0.0,False,none,10.1,partly_cloudy,1.04,Bangalore
2024-01-05 13:00:00,2024-01-05,13,1,23.8,57,18.5,0.0,False,none,11.6,cloudy,1.04,Bangalore
2024-01-05 14:00:00,2024-01-05,14,1,23.2,59,13.1,0.0,False,none,11.7,clear,1.0,Bangalore
2024-01-05 15:00:00,2024-01-05,15,1,23.6,68,23.0,0.0,False,none,11.5,clear,0.97,Bangalore
2024-01-05 16:00:00,2024-01-05,16,1,20.9,66,9.4,4.2,True,light,6.1,rain_light,1.26,Bangalore
2024-01-05 17:00:00,2024-01-05,17,1,21.5,59,15.4,0.0,False,none,11.0,clear,1.0,Bangalore
2024-01-05 18:00:00,2024-01-05,18,1,21.0,53,23.2,0.0,False,none,9.0,clear,1.05,Bangalore
2024-01-05 19:00:00,2024-01-05,19,1,18.9,61,10.7,0.0,False,none,8.1,clear,1.0,Bangalore
2024-01-05 20:00:00,2024-01-05,20,1,16.6,67,13.5,0.0,False,none,9.8,cloudy,1.05,Bangalore
2024-01-05 21:00:00,2024-01-05,21,1,13.7,68,12.4,0.0,False,none,8.8,partly_cloudy,1.0,Bangalore
2024-01-05 22:00:00,2024-01-05,22,1,13.2,60,8.5,0.0,False,none,10.0,partly_cloudy,1.03,Bangalore
2024-01-05 23:00:00,2024-01-05,23,1,13.0,57,5.2,0.0,False,none,8.6,clear,1.02,Bangalore
2024-01-06 00:00:00,2024-01-06,0,1,12.9,60,5.2,0.0,False,none,8.8,clear,0.98,Bangalore
2024-01-06 01:00:00,2024-01-06,1,1,11.9,53,6.4,0.0,False,none,9.1,clear,1.01,Bangalore
2024-01-06 02:00:00,2024-01-06,2,1,13.9,73,20.1,0.0,False,none,10.8,partly_cloudy,0.99,Bangalore
2024-01-06 03:00:00,2024-01-06,3,1,13.1,52,12.7,0.0,False,none,8.7,clear,1.05,Bangalore
2024-01-06 04:00:00,2024-01-06,4,1,14.1,42,7.1,0.0,False,none,8.2,clear,0.92,Bangalore
2024-01-06 05:00:00,2024-01-06,5,1,16.6,50,15.5,0.0,False,none,8.8,partly_cloudy,0.97,Bangalore
2024-01-06 06:00:00,2024-01-06,6,1,18.4,54,7.5,0.0,False,none,9.1,partly_cloudy,0.97,Bangalore
2024-01-06 07:00:00,2024-01-06,7,1,21.8,48,6.8,0.0,False,none,10.3,partly_cloudy,1.04,Bangalore
2024-01-06 08:00:00,2024-01-06,8,1,20.8,58,10.2,0.0,False,none,10.0,clear,0.97,Bangalore
2024-01-06 09:00:00,2024-01-06,9,1,22.7,48,16.7,0.0,False,none,11.4,cloudy,1.03,Bangalore
2024-01-06 10:00:00,2024-01-06,10,1,25.4,48,13.2,0.0,False,none,9.3,clear,1.01,Bangalore
2024-01-06 11:00:00,2024-01-06,11,1,26.1,63,23.7,0.0,False,none,9.0,partly_cloudy,0.99,Bangalore
2024-01-06 12:00:00,2024-01-06,12,1,24.8,81,17.4,0.0,False,none,8.5,clear,0.98,Bangalore
2024-01-06 13:00:00,2024-01-06,13,1,26.7,41,5.1,0.1,True,light,8.7,rain_light,1.2,Bangalore
2024-01-06 14:00:00,2024-01-06,14,1,22.5,82,19.5,0.0,False,none,8.1,partly_cloudy,0.98,Bangalore
2024-01-06 15:00:00,2024-01-06,15,1,22.9,61,23.9,0.0,False,none,8.6,clear,0.95,Bangalore
2024-01-06 16:00:00,2024-01-06,16,1,23.6,75,22.4,0.0,False,none,10.2,clear,0.93,Bangalore
2024-01-06 17:00:00,2024-01-06,17,1,21.7,87,16.9,0.0,False,none,8.2,cloudy,1.01,Bangalore
2024-01-06 18:00:00,2024-01-06,18,1,19.6,51,12.8,0.0,False,none,10.4,partly_cloudy,1.0,Bangalore
2024-01-06 19:00:00,2024-01-06,19,1,17.9,66,21.5,0.0,False,none,11.7,partly_cloudy,1.01,Bangalore
2024-01-06 20:00:00,2024-01-06,20,1,17.3,64,16.1,0.0,False,none,9.1,clear,1.0,Bangalore
2024-01-06 21:00:00,2024-01-06,21,1,12.9,68,19.4,0.0,False,none,8.3,clear,1.0,Bangalore
2024-01-06 22:00:00,2024-01-06,22,1,14.5,59,11.8,0.0,False,none,11.3,clear,0.97,Bangalore
2024-01-06 23:00:00,2024-01-06,23,1,15.3,63,16.6,0.0,False,none,9.7,partly_cloudy,1.01,Bangalore
2024-01-07 00:00:00,2024-01-07,0,1,12.7,60,22.4,2.2,True,light,5.2,rain_light,1.21,Bangalore
2024-01-07 01:00:00,2024-01-07,1,1,14.8,52,7.1,0.0,False,none,9.5,clear,1.03,Bangalore
2024-01-07 02:00:00,2024-01-07,2,1,13.4,44,15.3,0.0,False,none,8.1,cloudy,1.0,Bangalore
2024-01-07 03:00:00,2024-01-07,3,1,14.3,66,20.5,0.0,False,none,8.9,cloudy,1.05,Bangalore
2024-01-07 04:00:00,2024-01-07,4,1,15.4,76,20.3,0.0,False,none,10.1,partly_cloudy,0.97,Bangalore
2024-01-07 05:00:00,2024-01-07,5,1,16.4,57,13.7,0.0,False,none,9.6,cloudy,1.07,Bangalore
2024-01-07 06:00:00,2024-01-07,6,1,20.4,42,10.8,0.0,False,none,11.2,clear,0.92,Bangalore
2024-01-07 07:00:00,2024-01-07,7,1,18.1,82,23.8,0.0,False,none,9.3,partly_cloudy,1.04,Bangalore
2024-01-07 08:00:00,2024-01-07,8,1,21.9,66,19.9,0.0,False,none,10.4,cloudy,1.08,Bangalore
2024-01-07 09:00:00,2024-01-07,9,1,26.1,57,19.7,0.0,False,none,9.6,clear,0.96,Bangalore
2024-01-07 10:00:00,2024-01-07,10,1,22.9,61,18.2,3.3,True,light,5.5,rain_light,1.27,Bangalore
2024-01-07 11:00:00,2024-01-07,11,1,25.2,64,22.1,0.0,False,none,8.7,clear,0.9,Bangalore
2024-01-07 12:00:00,2024-01-07,12,1,24.9,61,19.0,0.0,False,none,9.7,clear,1.01,Bangalore
2024-01-07 13:00:00,2024-01-07,13,1,25.3,65,16.4,0.0,False,none,8.4,clear,1.04,Bangalore
2024-01-07 14:00:00,2024-01-07,14,1,26.6,61,6.3,0.0,False,none,11.2,clear,0.96,Bangalore
2024-01-07 15:00:00,2024-01-07,15,1,24.3,85,22.8,0.0,False,none,9.1,clear,0.96,Bangalore
2024-01-07 16:00:00,2024-01-07,16,1,21.1,75,11.7,0.0,False,none,8.1,clear,1.0,Bangalore
2024-01-07 17:00:00,2024-01-07,17,1,18.9,59,11.1,0.0,False,none,9.2,partly_cloudy,0.98,Bangalore
2024-01-07 18:00:00,2024-01-07,18,1,19.5,31,10.9,0.0,False,none,10.7,clear,0.94,Bangalore
2024-01-07 19:00:00,2024-01-07,19,1,19.2,53,6.6,0.0,False,none,9.3,clear,0.96,Bangalore
2024-01-07 20:00:00,2024-01-07,20,1,17.4,65,15.8,0.0,False,none,9.6,partly_cloudy,1.04,Bangalore
2024-01-07 21:00:00,2024-01-07,21,1,14.4,56,7.8,0.0,False,none,10.0,partly_cloudy,1.02,Bangalore
2024-01-07 22:00:00,2024-01-07,22,1,12.7,75,18.0,0.0,False,none,10.2,cloudy,1.09,Bangalore
2024-01-07 23:00:00,2024-01-07,23,1,12.5,50,19.3,0.0,False,none,11.2,clear,0.96,Bangalore
2024-01-08 00:00:00,2024-01-08,0,1,13.6,81,20.0,0.0,False,none,11.4,partly_cloudy,1.02,Bangalore
2024-01-08 01:00:00,2024-01-08,1,1,13.8,66,21.6,0.0,False,none,8.7,clear,0.96,Bangalore
2024-01-08 02:00:00,2024-01-08,2,1,14.3,75,6.5,0.0,False,none,11.1,clear,0.94,Bangalore
2024-01-08 03:00:00,2024-01-08,3,1,15.6,44,10.3,0.0,False,none,9.5,clear,0.97,Bangalore
2024-01-08 04:00:00,2024-01-08,4,1,16.0,59,16.2,0.0,False,none,10.0,partly_cloudy,0.97,Bangalore
2024-01-08 05:00:00,2024-01-08,5,1,16.0,61,6.4,0.0,False,none,10.7,partly_cloudy,0.98,Bangalore
2024-01-08 06:00:00,2024-01-08,6,1,16.9,76,13.6,0.0,False,none,11.8,clear,1.02,Bangalore
2024-01-08 07:00:00,2024-01-08,7,1,21.8,52,7.1,0.0,False,none,8.9,clear,0.94,Bangalore
2024-01-08 08:00:00,2024-01-08,8,1,20.6,49,22.2,0.0,False,none,9.8,cloudy,1.09,Bangalore
2024-01-08 09:00:00,2024-01-08,9,1,24.9,60,12.2,0.0,False,none,11.8,partly_cloudy,1.02,Bangalore
2024-01-08 10:00:00,2024-01-08,10,1,23.5,58,23.0,0.0,False,none,8.4,clear,0.99,Bangalore
2024-01-08 11:00:00,2024-01-08,11,1,24.6,57,24.1,2.9,True,light,6.9,rain_light,1.23,Bangalore
2024-01-08 12:00:00,2024-01-08,12,1,24.0,60,15.6,0.0,False,none,10.4,clear,0.91,Bangalore
2024-01-08 13:00:00,2024-01-08,13,1,21.9,68,6.5,0.0,False,none,9.3,clear,0.97,Bangalore
2024-01-08 14:00:00,2024-01-08,14,1,24.0,67,20.5,0.0,False,none,11.4,partly_cloudy,1.01,Bangalore
2024-01-08 15:00:00,2024-01-08,15,1,22.4,58,7.3,0.0,False,none,8.6,clear,1.04,Bangalore
2024-01-08 16:00:00,2024-01-08,16,1,24.3,61,15.7,0.0,False,none,10.3,clear,0.96,Bangalore
2024-01-08 17:00:00,2024-01-08,17,1,19.5,59,19.4,0.0,False,none,8.2,cloudy,1.02,Bangalore
2024-01-08 18:00:00,2024-01-08,18,1,18.4,66,7.6,0.0,False,none,9.6,clear,1.01,Bangalore
2024-01-08 19:00:00,2024-01-08,19,1,16.8,47,18.1,0.0,False,none,8.1,partly_cloudy,1.03,Bangalore
2024-01-08 20:00:00,2024-01-08,20,1,16.4,59,23.8,0.0,False,none,8.4,cloudy,1.04,Bangalore
2024-01-08 21:00:00,2024-01-08,21,1,12.9,50,8.2,0.0,False,none,10.4,partly_cloudy,0.96,Bangalore
2024-01-08 22:00:00,2024-01-08,22,1,13.8,58,7.6,0.0,False,none,8.1,clear,0.96,Bangalore
2024-01-08 23:00:00,2024-01-08,23,1,12.2,56,23.9,0.0,False,none,9.0,partly_cloudy,1.01,Bangalore
2024-01-09 00:00:00,2024-01-09,0,1,13.9,51,13.0,0.1,True,light,7.8,rain_light,1.23,Bangalore
2024-01-09 01:00:00,2024-01-09,1,1,13.5,74,21.7,0.0,False,none,9.8,cloudy,1.04,Bangalore
2024-01-09 02:00:00,2024-01-09,2,1,14.7,53,19.3,0.0,False,none,10.1,partly_cloudy,0.98,Bangalore
2024-01-09 03:00:00,2024-01-09,3,1,13.2,63,15.0,0.0,False,none,11.4,cloudy,1.02,Bangalore
2024-01-09 04:00:00,2024-01-09,4,1,17.2,70,8.7,0.0,False,none,8.6,partly_cloudy,0.96,Bangalore
2024-01-09 05:00:00,2024-01-09,5,1,19.4,70,5.7,0.0,False,none,8.1,partly_cloudy,1.02,Bangalore
2024-01-09 06:00:00,2024-01-09,6,1,18.1,58,9.9,0.0,False,none,10.0,clear,1.05,Bangalore
2024-01-09 07:00:00,2024-01-09,7,1,21.2,49,8.5,0.1,True,light,5.7,rain_light,1.23,Bangalore
2024-01-09 08:00:00,2024-01-09,8,1,20.1,74,20.4,0.0,False,none,9.6,partly_cloudy,0.97,Bangalore
2024-01-09 09:00:00,2024-01-09,9,1,26.5,66,20.7,0.0,False,none,11.7,clear,0.93,Bangalore
2024-01-09 10:00:00,2024-01-09,10,1,23.0,62,18.9,0.0,False,none,11.3,cloudy,1.04,Bangalore
2024-01-09 11:00:00,2024-01-09,11,1,23.6,67,20.4,0.0,False,none,10.0,cloudy,1.09,Bangalore
2024-01-09 12:00:00,2024-01-09,12,1,26.0,52,19.2,0.0,False,none,11.2,clear,0.92,Bangalore
2024-01-09 13:00:00,2024-01-09,13,1,25.0,62,6.6,0.0,False,none,8.2,partly_cloudy,0.98,Bangalore
2024-01-09 14:00:00,2024-01-09,14,1,24.9,71,10.7,0.8,True,light,5.8,rain_light,1.24,Bangalore
2024-01-09 15:00:00,2024-01-09,15,1,24.9,53,23.7,0.0,False,none,10.2,cloudy,1.09,Bangalore
2024-01-09 16:00:00,2024-01-09,16,1,21.5,63,19.4,0.0,False,none,11.2,clear,1.0,Bangalore
2024-01-09 17:00:00,2024-01-09,17,1,21.5,62,5.6,0.0,False,none,9.6,partly_cloudy,1.04,Bangalore
2024-01-09 18:00:00,2024-01-09,18,1,18.7,57,17.1,0.0,False,none,8.1,clear,0.99,Bangalore
2024-01-09 19:00:00,2024-01-09,19,1,17.2,58,18.5,0.0,False,none,8.0,partly_cloudy,1.02,Bangalore
2024-01-09 20:00:00,2024-01-09,20,1,14.8,52,15.2,0.0,False,none,9.3,cloudy,1.03,Bangalore
2024-01-09 21:00:00,2024-01-09,21,1,15.7,73,16.0,0.0,False,none,8.9,clear,0.97,Bangalore
2024-01-09 22:00:00,2024-01-09,22,1,12.2,59,12.1,0.0,False,none,9.9,cloudy,1.09,Bangalore
2024-01-09 23:00:00,2024-01-09,23,1,13.0,74,22.2,0.0,False,none,9.3,clear,1.03,Bangalore
2024-01-10 00:00:00,2024-01-10,0,1,13.5,49,20.3,0.0,False,none,9.9,clear,1.01,Bangalore
2024-01-10 01:00:00,2024-01-10,1,1,12.8,59,5.2,0.0,False,none,9.0,partly_cloudy,0.97,Bangalore
2024-01-10 02:00:00,2024-01-10,2,1,12.3,74,23.4,0.0,False,none,11.6,clear,0.92,Bangalore
2024-01-10 03:00:00,2024-01-10,3,1,15.8,60,20.5,0.0,False,none,9.6,clear,0.98,Bangalore
2024-01-10 04:00:00,2024-01-10,4,1,16.5,52,23.7,0.0,False,none,10.7,partly_cloudy,1.01,Bangalore
2024-01-10 05:00:00,2024-01-10,5,1,16.6,60,14.9,0.0,False,none,11.9,partly_cloudy,1.01,Bangalore
2024-01-10 06:00:00,2024-01-10,6,1,18.3,56,16.8,0.0,False,none,9.5,clear,1.01,Bangalore
2024-01-10 07:00:00,2024-01-10,7,1,22.1,51,8.4,0.0,False,none,8.9,cloudy,1.07,Bangalore
2024-01-10 08:00:00,2024-01-10,8,1,22.3,53,22.8,0.0,False,none,8.4,partly_cloudy,0.96,Bangalore
2024-01-10 09:00:00,2024-01-10,9,1,24.0,48,18.0,0.0,False,none,9.8,clear,0.99,Bangalore
2024-01-10 10:00:00,2024-01-10,10,1,25.7,67,9.8,0.1,True,light,8.4,rain_light,1.21,Bangalore
